Z_COE,T_COE,NIVEL_AE_COE,Z_INFO,T_INFO,NIVEL_AE_INFO,Z_TE,T_TE,NIVEL_AE_TE,AE_Total,T,Nivel_AE_TOTAL,O,C,E,A,N,GENERO,CARRERA,EDAD,CIUDAD,CIVIL,HIJOS,VIVES,NUM_HIJO,PREPA,MOD_PREPA,INGRESOS,HA_TRABAJO,TRABAJO_ACTUAL,PAPAS_TRABAJO,PAPAS_NEGOCIO,COMPU,INTERNET,FORM_LABORAL,BUENAS_RELACIONES,COMPROMISO_TIEMPO,ESCUCHAR_SUGERENCIAS,COLABORAR_AREAS,RESPETAR_DIFERENTES,REALIZAR_CARGA,DISTANCIA_DISTRACCION,ESCUCHAR_DESACUERDO,COMUNICAR_INCONFORMIDADES,COLABORAR_URGENTE,PERSONAS_DIFERENTES,DISTANCIA_TIEMPO,APERTURA_CONFLICTOS,CLIMA_PRESION,PARTICIPAR_PLANIFICACION,RESPETAR_TIEMPOS,RELACION_DESAGRADO,INTEGRARME_EQUIPO,CONFIAR_COMPAÑEROS,INTEGRAR_IDEAS,ESCUCHAR_PTO_DISTINTO,IDENTIFICAR_MITURNO,IDEAS_ENTENDIBLE_IDIOMA,SIN_MALASPALABRAS,PERDERSE_DISCURSO_HABLAR,ORGANIZAR_IDEAS,MULETILLAS_HABLAR,BARBARISMOS_HABLAR,REDUNDANTE_PUBLICO,EXPONER_SINAPOYO,CONTACTO_VISUAL,EXPRESION_SEGURIDAD,POSTURA_ADECUADA,VELOCIDAD_HABLA,VOLUMEN_VOZ,REDACTAR_REMITENTE,ERROR_GRAMATICAL,ESCRIB_ENTENDIBLE_IDEAS,ESCRIB_ORDEN_SECUENCIA,SIN_AUTOCORRECTOR,SIN_TECNICISMOS,CORREO_CONDENSADO,ORTOGRAF_TIC,ASPECTO_VIDEO,RESPONDER_ATIEMPO_TIC,BUSQUEDA_PROFUNDA,PREGUNTAS_PERSONAS,TERMINOS_CLAROS,CONOCER_FUENTES,BUSQUEDA_ESPECIALIZADA,ALMACENAR_INFORMACION,APLICACIONES_VISUALIZAR,ADAPTAR_BUSQUEDA,UTILIZAR_BUSCADORES,COMPARAR_INFORMACION,CONFIRMAR_INFORMACION,VALIDAR_REMITENTE,VALIDAR_AUTOR,ORDEN_FUENTES,IDENTIFICAR_ORGANIZAR,CLASIFICAR_CARPETAS,DIFERENTES_SITIOS,DESARROLLAR_PRESENTACIONES,USO_PARAFRASIS,INCORPORAR_INFORMACION
0.29857337,52.9857337,AE_Normal_COE,-0.116735537,48.83264463,AE_Norm_INFO,0.13705104,51.3705104,AE_NORM_TE,0.147533496,51.47533496,AE_Normal,70,65,5,35,20,F,Enfermeria,22,CDMX,Soltero,No,Padres,menor,Privada,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,9,10,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,8,9,8,9,9,8,9,8,9,9,9,9,9,9,9,9
0.468410326,54.68410326,AE_Normal_COE,1.277892562,62.77892562,AE_Alta_INFO,1.129489603,61.29489603,AE_ALTA_TE,0.954476248,59.54476248,AE_Normal,85,65,35,85,30,F,Enfermeria,21,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,si,si,No,si,Buenas,si,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,5,5,6,10,10,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-0.2109375,47.890625,AE_Normal_COE,0.348140496,53.48140496,AE_Norm_INFO,-0.619092628,43.80907372,AE_NORM_TE,-0.187423873,48.12576127,AE_Normal,85,5,90,90,95,F,Enfermeria,24,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,si,10,8,10,10,10,5,5,10,0,8,10,5,9,10,5,8,10,10,10,10,10,10,10,10,5,5,5,10,10,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,5,9,10,10,8,10,10,10,10,10,10
-0.041100543,49.58899457,AE_Normal_COE,-1.821280992,31.78719008,AE_Baja_INFO,1.034971645,60.34971645,AE_ALTA_TE,-0.217874543,47.82125457,AE_Normal,5,10,5,5,5,M,Enfermeria,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,No,No,Buenas,No,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,8,8,8,8,8,10,10,10,8,8,8,8,9,9,8,8,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-0.550611413,44.49388587,AE_Normal_COE,-0.78822314,42.1177686,AE_Norm_INFO,-0.760869565,42.39130435,AE_NORM_TE,-0.720310597,42.79689403,AE_Normal,20,50,75,60,90,F,Enfermeria,22,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,4500a9000,si,si,si,si,si,Buenas,No,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.094769022,50.94769022,AE_Normal_COE,0.244834711,52.44834711,AE_Norm_INFO,1.034971645,60.34971645,AE_ALTA_TE,0.452040195,54.52040195,AE_Normal,35,85,75,45,20,F,Enfermeria,21,CDMX,Soltero,si,Padres,medio,Publica,Escolarizada,menos4000,si,No,No,No,si,Buenas,si,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0.400475543,54.00475543,AE_Normal_COE,-0.116735537,48.83264463,AE_Norm_INFO,0.042533081,50.42533081,AE_NORM_TE,0.162758831,51.62758831,AE_Normal,55,30,10,60,60,F,Enfermeria,22,CDMX,Soltero,si,Padres,Mayor,Privada,Escolarizada,4500a9000,No,No,si,No,No,Malas,No,8,10,9,10,10,8,8,10,8,9,9,9,10,8,10,8,9,9,6,9,10,10,8,7,9,9,8,9,9,9,9,9,9,9,9,10,10,10,9,10,10,10,9,9,8,9,9,10,6,8,9,9,8,9,9,9,9,8,9,9,9,9,8,8,9
-0.244904891,47.55095109,AE_Normal_COE,-0.375,46.25,AE_Norm_INFO,0.656899811,56.56899811,AE_NORM_TE,-0.004719854,49.95280146,AE_Normal,15,50,25,50,30,F,Enfermeria,23,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,9,10,10,10,9,10,10,9,9,10,10,10,9,9,10,10,9,10,8,9,9,9,9,9,8,8,8,10,8,9,9,8,7,8,7,8,8,8,8,8,8,7,10,9,9,6,9,8,8,10,7,7,9,8,10,10,10,8,8,8,8,8,10,8,8
0.29857337,52.9857337,AE_Normal_COE,0.244834711,52.44834711,AE_Norm_INFO,0.420604915,54.20604915,AE_NORM_TE,0.360688185,53.60688185,AE_Normal,95,80,90,99,75,F,Enfermeria,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,si,No,No,Buenas,No,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0.847663218,58.47663218,AE_Normal_COE,0.590690209,55.90690209,AE_Norm_INFO,0.405902004,54.05902004,AE_NORM_TE,0.740063313,57.40063313,AE_Normal,80,65,60,50,50,F,Biologia,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,No,9,10,9,10,10,8,5,10,10,10,10,8,5,8,10,10,8,10,5,10,10,10,8,10,8,9,8,10,10,8,8,8,10,9,8,10,10,10,10,10,10,9,10,8,8,8,10,9,10,10,10,10,10,7,10,10,8,8,10,9,8,10,10,8,10
1.061719586,60.61719586,AE_Alta_COE,-1.442482611,35.57517389,AE_Baja_INFO,0.183184855,51.83184855,AE_NORM_TE,0.1069293,51.069293,AE_Normal,90,65,45,50,20,F,Biologia,22,CDMX,Soltero,No,Solo,menor,Publica,Escolarizada,4500a9000,si,si,si,No,No,Buenas,si,10,10,8,10,8,7,6,7,10,10,10,10,10,7,9,8,8,7,7,9,6,8,10,10,9,10,9,9,9,10,9,10,10,10,10,10,10,10,8,10,10,10,10,10,8,7,6,7,6,8,8,5,5,4,8,8,9,8,8,9,7,8,10,8,8
-1.221548341,37.78451659,AE_Baja_COE,1.07223114,60.7223114,AE_Alta_INFO,1.129732739,61.29732739,AE_ALTA_TE,0.1069293,51.069293,AE_Normal,50,50,60,65,90,F,Biologia,23,Mexico,Soltero,si,Padres,medio,Publica,Escolarizada,4500a9000,No,No,si,si,si,Regulares,si,10,10,10,10,10,10,6,10,7,10,10,9,10,8,10,10,10,10,8,10,10,10,8,10,7,4,4,10,6,4,4,0,4,4,7,7,8,7,6,9,5,9,8,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,8,10,8,10,10,10,10
1.275775954,62.75775954,AE_Alta_COE,0.858212948,58.58212948,AE_Norm_INFO,1.074053452,60.74053452,AE_ALTA_TE,1.250087935,62.50087935,AE_Alta,40,20,75,80,90,F,Biologia,20,Mexico,Soltero,No,amigos,medio,Publica,Escolarizada,10000a18000,No,No,si,si,si,Buenas,si,9,10,9,10,10,10,9,9,9,10,10,7,8,10,10,10,9,9,9,10,9,9,10,10,9,10,10,10,10,10,10,9,8,9,10,10,9,10,10,9,10,10,10,10,10,10,9,10,8,10,9,10,9,9,10,9,10,9,9,10,9,10,10,10,10
0.883339279,58.83339279,AE_Normal_COE,1.125735688,61.25735688,AE_Alta_INFO,0.962694878,59.62694878,AE_NORM_TE,1.109391488,61.09391488,AE_Alta,15,30,85,40,50,F,Biologia,20,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,No,9,10,9,9,8,9,9,9,10,10,9,10,9,9,10,10,10,9,8,9,10,8,9,10,10,9,9,10,9,10,10,10,10,9,10,9,8,9,9,8,9,9,8,9,9,10,10,10,10,10,10,9,9,10,10,10,10,10,9,9,9,10,10,10,10
-1.542632893,34.57367107,AE_Baja_COE,-1.97752809,30.2247191,AE_Baja_INFO,-2.266703786,27.33296214,AE_BAJA_TE,-2.126626803,28.73373197,AE_Baja,65,75,99,99,20,M,Biologia,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Regulares,si,6,7,8,6,7,5,6,5,7,6,7,5,5,6,9,7,5,6,7,7,7,6,7,6,5,8,6,7,6,5,6,5,6,6,7,7,7,7,6,7,7,6,8,7,7,7,8,8,7,8,8,6,6,5,8,7,6,7,7,5,6,8,7,6,7
0.883339279,58.83339279,AE_Normal_COE,0.537185661,55.37185661,AE_Norm_INFO,0.739977728,57.39977728,AE_NORM_TE,0.845585649,58.45585649,AE_Normal,60,85,15,50,90,M,Biologia,23,CDMX,Soltero,si,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Buenas,si,10,10,8,8,10,8,10,10,8,10,10,10,8,7,10,10,10,8,8,8,10,5,8,10,7,8,8,10,10,10,8,8,10,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,8,8,7,8,10,10,10,10,7
-2.149125936,28.50874064,AE_Baja_COE,-0.746923488,42.53076512,AE_Norm_INFO,-1.375835189,36.24164811,AE_BAJA_TE,-1.739711572,32.60288428,AE_Baja,60,15,95,25,40,M,Biologia,24,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,No,8,7,5,10,9,7,6,8,8,4,10,6,3,9,9,6,4,10,9,5,7,6,8,2,3,1,0,3,6,6,4,9,7,4,8,10,8,8,6,6,5,7,9,4,8,2,9,6,9,9,10,9,10,10,9,8,9,4,7,9,9,9,9,7,6
-1.435604709,35.64395291,AE_Baja_COE,-1.281968967,37.18031033,AE_Baja_INFO,-1.654231626,33.45768374,AE_BAJA_TE,-1.651776293,33.48223707,AE_Baja,60,65,60,40,40,M,Biologia,22,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,10000a18000,No,No,si,No,si,Regulares,No,6,10,9,8,8,7,5,8,5,8,7,10,6,5,8,8,5,5,5,5,7,5,6,10,6,7,5,9,9,5,6,3,5,3,7,8,5,7,8,5,7,7,8,8,9,7,8,6,5,7,7,10,9,10,8,10,7,5,8,8,7,8,7,6,7
-1.114520157,38.85479843,AE_Baja_COE,-1.067950776,39.32049224,AE_Baja_INFO,-0.150890869,48.49109131,AE_NORM_TE,-0.948294056,40.51705944,AE_Normal,75,65,25,65,35,M,Biologia,23,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,10000a18000,No,No,si,si,si,Regulares,No,6,10,7,8,5,7,8,8,10,10,10,10,8,8,10,10,7,9,5,9,8,8,8,10,10,6,5,10,7,5,6,8,5,5,6,6,6,6,7,5,9,7,7,7,7,5,3,9,10,10,9,8,7,7,10,9,8,9,7,7,5,10,7,7,7
-0.186942562,48.13057438,AE_Normal_COE,0.109149278,51.09149278,AE_Norm_INFO,-1.598552339,34.01447661,AE_BAJA_TE,-0.561378825,44.38621175,AE_Normal,60,85,45,80,95,M,Biologia,23,Mexico,Soltero,No,Padres,Mayor,Privada,Escolarizada,10000a18000,No,si,si,si,si,Buenas,No,7,8,8,10,8,9,9,7,6,8,9,5,5,7,7,5,0,7,7,7,8,5,8,9,5,6,8,10,10,9,7,5,5,5,10,10,10,7,7,10,7,9,10,10,10,9,9,9,8,10,10,9,9,10,9,9,10,10,7,7,8,8,9,9,7
0.134141991,51.34141991,AE_Normal_COE,-1.924023542,30.75976458,AE_Baja_INFO,1.018374165,60.18374165,AE_ALTA_TE,-0.244811819,47.55188181,AE_Normal,5,50,35,80,20,F,Biologia,21,Guerrero,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,si,si,si,si,Buenas,si,9,9,10,10,10,8,8,10,10,10,10,9,9,9,8,9,10,10,9,9,10,10,10,10,8,8,5,10,8,7,7,7,7,7,7,9,9,8,7,9,9,9,9,10,9,1,7,7,8,10,8,6,5,5,8,8,7,7,8,7,7,7,8,8,6
0.63360685,56.3360685,AE_Normal_COE,-0.853932584,41.46067416,AE_Norm_INFO,0.183184855,51.83184855,AE_NORM_TE,0.089342244,50.89342244,AE_Normal,10,15,99,90,20,M,Biologia,21,Chiapas,Soltero,No,Padres,medio,Publica,Escolarizada,10000a18000,si,No,si,si,si,Regulares,si,8,10,8,8,9,9,7,8,10,8,10,8,8,10,9,7,8,8,9,9,8,7,9,9,10,8,9,10,8,9,10,10,10,10,10,8,9,9,9,9,8,8,9,9,8,8,8,8,7,9,8,9,9,8,8,6,7,7,8,8,8,8,8,8,8
-1.542632893,34.57367107,AE_Baja_COE,-1.228464419,37.71535581,AE_Baja_INFO,-2.378062361,26.21937639,AE_BAJA_TE,-1.915582132,30.84417868,AE_Baja,65,75,75,65,15,F,Biologia,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,No,si,Regulares,No,7,9,7,6,6,8,6,6,4,7,5,6,6,6,6,8,6,5,5,6,5,8,5,6,2,3,5,8,7,6,6,4,5,4,9,9,9,8,7,8,8,8,8,9,5,9,6,7,6,6,7,9,8,8,8,8,8,8,7,7,8,9,7,7,8
0.562254727,55.62254727,AE_Normal_COE,-0.104868914,48.95131086,AE_Norm_INFO,0.739977728,57.39977728,AE_NORM_TE,0.476257474,54.76257474,AE_Normal,30,85,60,15,50,F,Biologia,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Regulares,No,9,10,9,10,10,10,10,9,8,9,10,10,9,8,8,9,8,9,7,9,8,8,9,9,10,10,9,10,10,8,9,9,7,8,8,8,8,8,9,10,8,10,10,9,9,6,8,8,8,8,9,9,8,8,9,9,9,9,9,9,10,10,9,8,9
0.098465929,50.98465929,AE_Normal_COE,0.8047084,58.047084,AE_Norm_INFO,0.127505568,51.27505568,AE_NORM_TE,0.353148083,53.53148083,AE_Normal,90,65,35,15,95,F,Biologia,24,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Regulares,No,6,10,8,10,8,10,8,10,7,10,10,8,8,8,8,10,8,8,7,8,10,10,7,8,5,7,8,10,8,7,8,7,8,7,8,8,10,9,9,8,8,8,10,10,10,8,9,10,8,10,10,10,10,10,10,10,10,10,8,9,10,10,10,8,9
0.205494113,52.05494113,AE_Normal_COE,0.216158373,52.16158373,AE_Norm_INFO,0.183184855,51.83184855,AE_NORM_TE,0.230038692,52.30038692,AE_Normal,30,99,5,30,50,M,Biologia,21,CDMX,Soltero,No,Solo,menor,Publica,Escolarizada,45000a50000,No,No,si,No,si,Buenas,No,8,9,9,5,8,9,9,8,10,9,4,10,8,10,10,10,10,8,8,9,7,7,9,8,10,9,7,9,10,8,10,9,7,7,7,8,9,9,9,7,8,9,9,10,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9
-0.293970746,47.06029254,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,0.628619154,56.28619154,AE_NORM_TE,-0.139289483,48.60710517,AE_Normal,10,65,45,50,90,F,Biologia,23,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Buenas,No,8,10,10,10,8,6,10,10,6,9,10,9,10,9,9,10,9,8,8,10,9,5,6,8,5,6,7,10,8,9,9,7,9,7,5,9,8,7,8,9,9,8,10,10,9,0,10,10,10,9,9,10,9,10,10,10,5,2,6,7,10,9,9,9,9
1.133071709,61.33071709,AE_Alta_COE,0.858212948,58.58212948,AE_Norm_INFO,1.074053452,60.74053452,AE_ALTA_TE,1.179739712,61.79739712,AE_Alta,90,40,60,65,40,M,Biologia,20,Mexico,Soltero,No,familiar,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Buenas,No,9,10,8,10,9,10,8,9,10,10,10,9,9,10,10,10,8,10,8,10,9,8,10,10,9,10,9,10,10,10,10,10,10,9,10,10,8,10,9,9,8,10,9,10,10,8,10,9,10,9,10,10,9,9,10,10,10,10,10,9,10,8,10,9,10
0.455226543,54.55226543,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,0.238864143,52.38864143,AE_NORM_TE,0.1069293,51.069293,AE_Normal,95,50,35,80,50,M,Biologia,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,si,si,Regulares,si,7,8,8,10,8,9,7,8,10,10,10,8,9,8,8,9,7,10,9,9,9,8,8,6,8,9,8,10,10,8,9,8,8,8,9,10,10,8,8,10,10,10,10,8,8,9,9,8,7,8,8,6,7,8,8,8,10,9,9,8,8,8,9,9,7
0.419550482,54.19550482,AE_Normal_COE,0.216158373,52.16158373,AE_Norm_INFO,0.517260579,55.17260579,AE_NORM_TE,0.441083363,54.41083363,AE_Normal,50,65,60,70,35,M,Biologia,22,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,No,9,9,10,9,10,8,9,10,7,8,10,8,7,10,9,8,9,9,9,9,10,7,9,9,8,8,8,10,9,9,9,9,10,9,9,10,9,9,9,5,7,9,8,9,9,10,8,9,9,10,9,10,10,10,8,10,9,9,7,9,6,10,9,8,8
0.919015341,59.19015341,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,1.018374165,60.18374165,AE_ALTA_TE,0.58177981,55.8177981,AE_Normal,65,30,95,80,50,M,Biologia,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,30000a40000,si,No,si,si,si,Buenas,No,8,10,8,10,10,10,10,8,8,10,10,10,10,10,10,10,8,10,8,8,10,8,10,10,10,10,8,10,10,10,10,10,10,10,10,8,8,8,10,6,8,7,10,10,10,0,10,10,10,10,10,5,10,10,10,10,0,0,10,10,10,10,8,10,10
-1.471280771,35.28719229,AE_Baja_COE,-1.817014446,31.82985554,AE_Baja_INFO,-0.373608018,46.26391982,AE_NORM_TE,-1.440731622,35.59268378,AE_Baja,30,55,25,65,40,F,Biologia,21,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,4500a9000,si,si,No,No,si,Regulares,si,8,8,9,9,10,8,7,9,7,8,9,8,7,7,8,8,8,7,9,7,8,7,7,8,4,6,7,9,8,7,4,4,6,5,6,6,8,5,5,7,7,7,8,8,7,6,8,8,7,8,7,7,7,7,7,7,7,7,6,6,6,7,8,7,7
-0.40099893,45.9900107,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,0.183184855,51.83184855,AE_NORM_TE,-0.332747098,46.67252902,AE_Normal,30,75,35,40,80,F,Biologia,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Regulares,No,8,8,10,9,10,9,6,10,5,9,10,9,10,9,8,8,4,10,9,10,9,10,8,10,7,7,3,9,8,9,7,7,6,4,8,7,8,9,8,9,8,8,10,7,8,9,10,8,8,9,9,4,8,8,9,10,8,8,8,8,7,7,8,9,8
1.4184802,64.184802,AE_Alta_COE,1.339753879,63.39753879,AE_Alta_INFO,1.241091314,62.41091314,AE_ALTA_TE,1.53148083,65.3148083,AE_Alta,30,90,25,5,40,F,Biologia,29,CDMX,Soltero,No,familiar,medio,Publica,Escolarizada,30000a40000,si,si,si,No,si,Buenas,si,8,10,10,10,10,9,9,10,8,10,10,10,9,10,10,10,10,8,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.919015341,59.19015341,AE_Normal_COE,0.858212948,58.58212948,AE_Norm_INFO,1.018374165,60.18374165,AE_ALTA_TE,1.05663032,60.5663032,AE_Alta,40,5,95,10,50,F,Biologia,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,si,No,si,No,si,Buenas,si,8,10,10,9,10,10,8,8,10,10,10,9,9,10,10,10,9,9,10,10,10,10,8,10,9,9,9,10,9,10,10,9,8,9,8,10,10,10,10,9,10,10,10,10,10,8,10,10,10,10,10,10,10,9,10,10,10,10,9,9,9,10,10,10,10
1.133071709,61.33071709,AE_Alta_COE,1.07223114,60.7223114,AE_Alta_INFO,1.185412027,61.85412027,AE_ALTA_TE,1.285262047,62.85262047,AE_Alta,10,15,60,50,15,F,Biologia,22,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,menos4000,si,No,si,No,si,Buenas,si,8,10,9,10,10,10,8,10,10,10,10,8,8,8,10,10,9,9,9,10,10,10,9,9,9,9,10,10,9,10,9,9,9,9,9,9,8,9,8,8,9,10,10,10,10,9,7,10,10,10,10,10,10,9,10,9,10,10,9,9,9,10,10,9,10
0.062789868,50.62789868,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,-0.206570156,47.93429844,AE_NORM_TE,-0.227224763,47.72775237,AE_Normal,40,30,85,90,50,M,Biologia,20,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Regulares,si,8,10,9,8,8,8,7,9,8,8,8,7,8,9,8,9,9,8,7,8,8,8,8,9,7,7,7,10,10,8,10,8,9,7,10,8,10,7,7,9,8,7,9,9,7,9,10,8,7,8,9,9,8,7,8,7,8,8,8,8,9,8,8,8,8
0.169818052,51.69818052,AE_Normal_COE,-0.104868914,48.95131086,AE_Norm_INFO,-1.208797327,37.91202673,AE_BAJA_TE,-0.332747098,46.67252902,AE_Normal,95,5,75,90,95,M,Biologia,19,Mexico,Soltero,No,Solo,menor,Publica,Escolarizada,4500a9000,si,No,si,si,No,Buenas,No,5,9,6,10,6,8,9,5,9,6,8,9,4,9,10,10,7,4,4,8,8,7,8,5,8,7,9,10,9,8,8,8,10,8,10,8,10,8,9,10,7,7,10,8,10,8,10,8,9,10,10,10,9,8,8,9,8,10,8,8,7,8,9,8,7
-1.435604709,35.64395291,AE_Baja_COE,0.323167469,53.23167469,AE_Norm_INFO,-0.874721604,41.25278396,AE_NORM_TE,-0.877945832,41.22054168,AE_Normal,40,15,95,70,35,F,Biologia,21,CDMX,Soltero,No,familiar,menor,Publica,Escolarizada,menos4000,No,No,No,si,si,Buenas,No,7,9,10,9,10,8,5,8,8,8,7,6,7,6,8,10,7,6,4,9,9,8,6,9,3,4,1,10,6,5,2,0,2,3,10,8,10,8,8,10,8,8,10,10,7,9,10,8,8,9,10,10,8,10,9,10,8,8,8,7,10,10,10,9,9
0.919015341,59.19015341,AE_Normal_COE,0.644194757,56.44194757,AE_Norm_INFO,0.350222717,53.50222717,AE_NORM_TE,0.775237425,57.75237425,AE_Normal,30,10,25,30,50,F,Biologia,24,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,No,si,si,Buenas,si,9,10,9,9,9,10,9,9,10,10,10,10,10,10,10,10,10,10,9,10,9,7,10,10,9,9,9,10,10,10,10,10,8,10,10,9,10,9,8,10,8,9,10,10,8,10,10,10,9,9,9,10,9,5,10,9,9,8,10,10,9,10,10,10,10
0.954691402,59.54691402,AE_Normal_COE,0.858212948,58.58212948,AE_Norm_INFO,1.408129176,64.08129176,AE_ALTA_TE,1.197326767,61.97326767,AE_Alta,40,40,45,10,99,F,Biologia,24,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,si,No,si,si,Buenas,No,8,9,9,10,8,9,8,8,10,10,10,10,8,7,10,10,7,8,6,9,8,5,10,10,9,9,10,10,9,10,10,10,8,10,10,8,9,10,10,10,8,10,10,10,8,10,10,10,10,10,10,10,9,8,10,8,8,9,10,10,9,9,10,10,10
0.63360685,56.3360685,AE_Normal_COE,0.751203852,57.51203852,AE_Norm_INFO,1.408129176,64.08129176,AE_ALTA_TE,1.003869152,60.03869152,AE_Alta,30,50,85,50,20,F,Biologia,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Regulares,si,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,9,9,7,10,10,10,9,10,8,9,9,10,10,8,6,8,9,7,8,8,10,10,8,10,9,8,10,10,9,10,7,10,10,10,10,8,10,10,10,10,9,10,10,10,10,10,8,8,8
-0.543703175,44.56296825,AE_Normal_COE,-0.586409845,44.13590155,AE_Norm_INFO,-0.429287305,45.70712695,AE_NORM_TE,-0.596552937,44.03447063,AE_Normal,30,65,15,50,80,F,Biologia,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Buenas,No,4,10,9,10,10,7,6,8,7,9,10,7,8,8,7,8,9,8,8,7,8,8,8,8,8,7,5,10,8,8,8,9,9,6,4,8,8,8,8,7,7,9,8,5,8,3,9,10,8,8,8,9,9,9,10,10,9,9,8,9,9,9,5,6,6
